var data =`
0	1.23242e-14
0.01	0.00627905
0.02	0.0125333
0.03	0.0187381
0.04	0.024869
0.05	0.0309017
0.06	0.0368125
0.07	0.0425779
0.08	0.0481754
0.09	0.0535827
0.1	0.0587785
0.11	0.0637424
0.12	0.0684547
0.13	0.0728969
0.14	0.0770513
0.15	0.0809017
0.16	0.0844328
0.17	0.0876307
0.18	0.0904827
0.19	0.0929776
0.2	0.0951057
0.21	0.0968583
0.22	0.0982287
0.23	0.0992115
0.24	0.0998027
0.25	0.1
0.26	0.0998027
0.27	0.0992115
0.28	0.0982287
0.29	0.0968583
0.3	0.0951057
0.31	0.0929776
0.32	0.0904827
0.33	0.0876307
0.34	0.0844328
0.35	0.0809017
0.36	0.0770513
0.37	0.0728969
0.38	0.0684547
0.39	0.0637424
0.4	0.0587785
0.41	0.0535827
0.42	0.0481754
0.43	0.0425779
0.44	0.0368125
0.45	0.0309017
0.46	0.024869
0.47	0.0187381
0.48	0.0125333
0.49	0.00627905
0.5	-1.26672e-14
0.51	-0.00627905
0.52	-0.0125333
0.53	-0.0187381
0.54	-0.024869
0.55	-0.0309017
0.56	-0.0368125
0.57	-0.0425779
0.58	-0.0481754
0.59	-0.0535827
0.6	-0.0587785
0.61	-0.0637424
0.62	-0.0684547
0.63	-0.0728969
0.64	-0.0770513
0.65	-0.0809017
0.66	-0.0844328
0.67	-0.0876307
0.68	-0.0904827
0.69	-0.0929776
0.7	-0.0951057
0.71	-0.0968583
0.72	-0.0982287
0.73	-0.0992115
0.74	-0.0998027
0.75	-0.1
0.76	-0.0998027
0.77	-0.0992115
0.78	-0.0982287
0.79	-0.0968583
0.8	-0.0951057
0.81	-0.0929776
0.82	-0.0904827
0.83	-0.0876307
0.84	-0.0844328
0.85	-0.0809017
0.86	-0.0770513
0.87	-0.0728969
0.88	-0.0684547
0.89	-0.0637424
0.9	-0.0587785
0.91	-0.0535827
0.92	-0.0481754
0.93	-0.0425779
0.94	-0.0368125
0.95	-0.0309017
0.96	-0.024869
0.97	-0.0187381
0.98	-0.0125333
0.99	-0.00627905
1	1.30102e-14
1.01	0.00627905
1.02	0.0125333
1.03	0.0187381
1.04	0.024869
1.05	0.0309017
1.06	0.0368125
1.07	0.0425779
1.08	0.0481754
1.09	0.0535827
1.1	0.0587785
1.11	0.0637424
1.12	0.0684547
1.13	0.0728969
1.14	0.0770513
1.15	0.0809017
1.16	0.0844328
1.17	0.0876307
1.18	0.0904827
1.19	0.0929776
1.2	0.0951057
1.21	0.0968583
1.22	0.0982287
1.23	0.0992115
1.24	0.0998027
1.25	0.1
1.26	0.0998027
1.27	0.0992115
1.28	0.0982287
1.29	0.0968583
1.3	0.0951057
1.31	0.0929776
1.32	0.0904827
1.33	0.0876307
1.34	0.0844328
1.35	0.0809017
1.36	0.0770513
1.37	0.0728969
1.38	0.0684547
1.39	0.0637424
1.4	0.0587785
1.41	0.0535827
1.42	0.0481754
1.43	0.0425779
1.44	0.0368125
1.45	0.0309017
1.46	0.024869
1.47	0.0187381
1.48	0.0125333
1.49	0.00627905
1.5	-1.33532e-14
1.51	-0.00627905
1.52	-0.0125333
1.53	-0.0187381
1.54	-0.024869
1.55	-0.0309017
1.56	-0.0368125
1.57	-0.0425779
1.58	-0.0481754
1.59	-0.0535827
1.6	-0.0587785
1.61	-0.0637424
1.62	-0.0684547
1.63	-0.0728969
1.64	-0.0770513
1.65	-0.0809017
1.66	-0.0844328
1.67	-0.0876307
1.68	-0.0904827
1.69	-0.0929776
1.7	-0.0951057
1.71	-0.0968583
1.72	-0.0982287
1.73	-0.0992115
1.74	-0.0998027
1.75	-0.1
1.76	-0.0998027
1.77	-0.0992115
1.78	-0.0982287
1.79	-0.0968583
1.8	-0.0951057
1.81	-0.0929776
1.82	-0.0904827
1.83	-0.0876307
1.84	-0.0844328
1.85	-0.0809017
1.86	-0.0770513
1.87	-0.0728969
1.88	-0.0684547
1.89	-0.0637424
1.9	-0.0587785
1.91	-0.0535827
1.92	-0.0481754
1.93	-0.0425779
1.94	-0.0368125
1.95	-0.0309017
1.96	-0.024869
1.97	-0.0187381
1.98	-0.0125333
1.99	-0.00627905
2	1.29857e-14
`
